question,choices,answer
"[header] How to stop feeling sorry for yourself after a breakup [title] Acknowledge the pain. [step] Whether you are the one breaking off the relationship, or the one being broken up with, the loss of your relationship will usually hurt. Spend time being upset (sad, angry, anxious, etc.","[') over the past seven to eight months after the breakup. Use the time to reflect on why your relationship ended, and see if there are any regrets or other strong feelings you might have.'
 ') and doing everything you can to ensure the pain is not going to resurface again. [substeps] This may seem like a strange starting point, but showing that you are thinking about the breakup in a respectful fashion is often very key to warding off any emotional outbursts you may be having.'
 ') and feel like you have done what you can to make this relationship a good one. [substeps] When you sit down and think over what your partner did and what made it worse, you will begin to realise how bad it was.'
 ') and allow your mind and body to process your breakup. To give yourself the space to do this, spend some time alone and let yourself feel your emotions.']",C
[header] How to write an annotated bibliography [title] Determine the needs of your project or assignment. [step] Some annotated bibliographies are meant to summarize the sources that you have found. Others will also evaluate the main points of the sources.,"[""Be sure that the sources that you plan to include in the annotations aren't secondary to the points or sections. You should allocate ample space between each text and use double sided paper (both this and other copy-and-print supplies is better than paper that can't be easily scanned).""
 ""Realize that you may have to fill out a few drafts to get started, though; you don't want to be towering over the page. [substeps] After you can already build a bibliography, you can start to take careful notes later on.""
 'The needs of your annotated bibliography depend on your project or assignment. Be in touch with your teacher or advisor for guidance.'
 'Figure out what your thesis usually includes before you start writing. [substeps] Read each source head to toe-they do not need to be detailed, they are just important elements of the text.']",B
"[header] How to heal chapped lips naturally [title] Exfoliate your lips with a sugar scrub. [step] To gently remove flaky skin from your lips and prime them for moisturizer, make a scrub out of a small amount of sugar mixed with olive or coconut oil. Apply the mixture to your lips with gentle pressure from your fingers and leave it on for a few minutes.","['Then, gently scrub and rinse your lips. Follow this regimen with an application of a natural moisturizer like honey or olive oil.'
 'Wash your lips with your usual exfoliating cleanser. Rinse your lips with cold water and shake them a couple of times to dry them out a bit.'
 'Then, run the sugar scrub over your lips and leave it on for a few minutes more. By using a sugar scrub, you can prevent dryness and blemishes by removing dead skin cells.'
 'Then, rinse it away with lukewarm water. [substeps] Exfoliating will be particularly important if you have oily lips because it can help provide very thin coverage for your lips.']",@
[header] How to touch up car paint [title] Buy a matching touch-up paint color. [substeps] Check the firewall (bulkhead) to find the paint code number. The firewall is the piece of sheet metal that separates the engine under the hood from the passengers inside the vehicle.,"['The number will also designate the name of the engine you will be touching up. [title] Call your locksmith to make a custom primer for your car.'
 ""If you don't have a matching touch-up paint code, observe the color coding in the firewall. This is usually indicated with a red and white square at the bottom of the panel.""
 ""You will need to open your hood to find this number. Purchase a primer along with the touch-up paint unless the particular touch-up paint you've chosen states otherwise.""
 ""The code is imprinted along the bottom of the firewall, beginning at the fully hot brights. [title] Look for the manufacturer's matching logo under the engine compartment (backside).""]",B
"[header] How to make a dollar bill bow tie [title] Fold the bill in half. [step] To begin making this classic, somewhat chunky dollar bill bow tie, place an unfolded dollar bill on a flat surface. Then fold the bill in half lengthwise so that the two shortest sides meet up together.","['This opens up the bottom of the bill. [substeps] Make sure that you use sewing pins and clips to securely secure the folds, otherwise you will end up with an uneven bow.'
 '[title] Fold the dollar bill in half widthwise. [step] After the first fold, make another fold, this time folding widthwise or "" hot dog style, "" so that the longest sides of the dollar bill meet up together.'
 'Holding one strip of scotch tape roughly 1/8th of the length of the bill, fold both ends in half so that they meet up with the rest of the bill. [title] Cut the ribbon about ¼ "" away from the crease.'
 'This will draw attention away from the bill and upward toward your eyes. Do this entire article in less than three minutes, and you should get three distinct ways to make the bow : [substeps] Fold the bill in half diagonally.']",A
"[header] How to make powdered baby formula [title] Boil water for five minutes. [step] You may want to boil a good amount of water to sterilize, depending how much your baby drinks. Set the water aside for it to cool.","[""[substeps] It's better to boil in the microwave than in a sink. Avoid using the water in a sink to sterilize your baby formula, as it can break down faster.""
 '[substeps] Liquid manuals recommend boiling water for 20 minutes before pouring, which allows the water to reach an internal temperature of 175 ° f (74 ° c). [title] Scoop out the solution into a bowl.'
 ""Then pour the water into jars and/or containers. If you don't have the time to boil water, you can use sterilized water.""
 '[title] Preheat the oven to 375 degrees fahrenheit (177 degrees celsius). [step] Line a baking sheet with aluminum foil or parchment paper.']",B
"[header] How to wear short shorts [title] Get the right fit. [step] The most important part of wearing any type of clothing is its fitting. However, you should pay extra attention to fit when looking for short shorts.","['If you can find the right size, you can find shorts that fit you well. A small office, pharmacy, or department store will have a decent size.'
 'A few common problems you want to avoid : [substeps] Muffin tops. Make sure your short shorts are wide enough at the waist.'
 ""Most long shorts come in a variety of styles. It's important to get the right fabric when considering what yours will fit best.""
 '[substeps] Some shorts are considered to be too baggy if you want to have shorter legs. Other shorts are considered to be too small.']",A
"[header] How to breastfeed a newborn in the first week after birth [title] Try breastfeeding almost immediately after birth. [step] The sooner you introduce your baby to the breast, the better your chances of having the baby accept and effectively breastfeed. It will also immediately prompt your body to begin the process of producing milk.","['[title] Request the baby stay in your room or be brought in for feedings. [step] Having your baby nearby encourages the stimulation of important maternal hormones that promote milk production.'
 ""During the first few days after giving birth, your body will adjust and decide how to care for the baby, so you won't have to wait for a baby to take care of you. [substeps] After a week, switch to breastfeeding.""
 ""Even infant airways are more likely to open up to milk that way. [substeps] It's no bother making your baby feel hyped up and bloated by preparing him for the next step.""
 '[title] Choose one or two bottles to provide breast milk to your baby. [step] Make sure that they are not full of milk.']",@
"[header] How to diagnose dog flu [title] Look out for a cough. [step] Canine influenza is oftentimes confused with kennel cough, as both infections affect the respiratory tract. If your dog is coughing or showing other respiratory signs or difficulty breathing, you should bring him or her to the vet to be tested for (and possibly diagnosed with) canine influenza.","['If your dog is all hard of hearing, has become sickly pale, is coughing regularly or is experiencing any of the above symptoms, take him to the vet immediately. [substeps] Kennel cough is often accompanied by an upset stomach and rapid breathing.'
 ""[title] Watch for unusual moisture and wetness around your dog's nose. [step] Your dog may have nasal discharge as a symptom of canine influenza.""
 'In most cases, however, the cough will respond to more critical screening options. [title] Note that influenza is not directly related to kennel cough.'
 'Symptoms include: the dog gasping for air, coughing, pawing at his ears, and/or staggering through a collapsed chest. Your dog is shivering or having difficulty swallowing.']",A
"[header] How to clean a nose ring [title] Get the necessary supplies. [step] If you don't have cotton balls, or want to try another cleaning method, you can create a little saline solution to clean the area of bacteria. Here's what you'll need : [substeps] A small cup anti-bacterial hand soap 1/2 tsp.","['Sea salt 1/2 cup warm water cotton swabs [title] Wash your hands with antibacterial soap. [step] Only touch your piercing with recently cleaned hands.'
 'Dishwashing soap 3 to 5 drops an open tube of hand sanitizer [title] Get some cotton balls. [step] These will be used to clean and disinfect your nose ring.'
 'Liquid dish soap 1/8 tsp. Unscented menthol essential oil one quart of water a paper towel or cotton ball aloe vera juice (or juice from 1 small dropper) 1 tbsp.'
 'Hydrogen peroxide 1/2 tsp. Strong smelling spray [title] Dip a cotton ball into the cleaning solution.']",@
"[header] How to ask a guy to a school dance [title] Determine whether or not he already has a date. [step] This will save you a great deal of time and trouble, and give you enough time to find another potential date if necessary. [substeps] If you are unsure, then ask one of his friends or someone in his social circle.","[""Don't feel bad if you didn't know. If the guy has a date already, it will make it a lot easier to find him after the dance.""
 ""If he already has a date set up, then find out if it is to be a date. [title] Determine whether he only has friends, or if he doesn't have any at all.""
 'The idea is to find someone else to spend time with that you can count on, to help you get into a mood that is conducive to dancing. [title] Be specific about who will be dancing.'
 'Try to figure this out before asking him out. If he has a girlfriend, then he is probably going with her.']",C
"[header] How to teach your kid to hold a pencil [title] Get the right pencil for your child. [step] Using short pencils, like golf pencils or normal pencils broken in half, can help children find the right grip on their own. Short pencils have less room for unnecessary fingers, so your child has little choice but to use the correct three-finger grip.","['[substeps] You can purchase short pencils at most craft and office supply stores. [title] Help your child out with a pencil grip.'
 '[substeps] Good pencils to start with include the "" p "" and "" g "" pencils. Start in the bottom center pencil holder, and watch your child closely as he tries to hold the pencil in place.'
 '[substeps] For more information on how to handle a pencil, visit. [title] Differentiate between pencils that are powered by the hands and pencils that are used with both hands.'
 '[substeps] A finger with a longer pencil point allows children to hold pencils with much more control. A finger with lower points is available for trying to control just about any finger position.']",@
[header] How to do external car detailing properly [title] The first thing you need to do properly is to wash down your car effectively. [step] There is no point trying to do external car detailing if you are just going to end up scratching your duco even more because you left dirt on your car. [substeps] You must first hose down your car with firm pressure.,"['This will remove most of the dirt from your engine and keep the engine running smoothly. Use high pressure washing machines to wash down your car.'
 'Then you must begin to siphon off dirt. Once you have removed as much dirt as possible, you can then return to the vehicle to pick up trash.'
 'Run a hose from your carburetor to the top of the engine block, wait for five minutes, then turn off the water and let the air out of the radiator. Remove the old gaskets and begin water washing down your engine cover.'
 ""Don't use a laser type wash from your hose, but rather a small funnel. Always start from top and work your way down.""]",C
"[header] How to be beautiful (for gay men ) [title] Work on developing your self esteem. [step] Gay men, in particular, may have had years of self doubt and questioning due to living with homophobia in all its forms. This takes time and effort to shake off! [substeps] Take the time to identify what you think is beautiful about yourself, and nurture that beauty instead of doubting it.","[""It is becoming an art of expression right now. Don't hold expectations that your flaws are the only thing you need.""
 'Think about times when you were deeply ashamed of your physical appearance. What did you think to yourself when you were a teenager? [title] Keep a diary of your feelings and thoughts.'
 'You should also believe other people when they tell you you are beautiful. They are telling you the truth as they see it! [title] Fight internalized homophobia.'
 ""Focusing on flaws might be a hard exercise, but putting in a little effort can help you lose your anger and help you develop more confident self-worth. Stand and don't wait for inspiration to strike.""]",B
[header] How to plan your child's first playdate [title] Teach your child how to be a good host. [step] Your child will likely not understand the concepts of good hosting unless you teach them. Explain that good hosting helps guests feel welcome.,"[""Over time, this will be a great opportunity for your child to network and be comfortable living together. [substeps] Your child's goals and understanding of a house could help them put their minds at ease when the two of you go on your first date.""
 'Playdates are more fun when everyone feels like they are wanted there. [substeps] Good hosting begins with greeting the guest at the door.'
 'If your child has never been to a play, talk to your child about letting your child be active in a soccer game at a local playground. Encourage your child to be able to help others play it well.'
 ""[substeps] Explain to your child their obligations before you introduce a new guest. This may involve teaching your child the purpose of help cooking or taking place under your house's roof.""]",A
[header] How to paint your nails according to the time available [title] Use a cotton ball and nail polish remover to remove any old nail polish and oils. [title] Choose the color you want to use for your manicure. [title] Start with the painting.,"[""[step] Its easier to paint if it's done by hand. You can learn how to paint anything you want, but this is the way to start! Be sure to use paint in the same color range, paint the darker end in and make sure you choose the darker end in.""
 ""[step] There is no exact time it's safe to begin painting your nails; however, it should be safe to do between 6 and 8 months since the staining instructions specify this. Continue to paint along the sides and corners using a small brush to apply black polish.""
 '[step] Add a layer of a base coat. This helps to protect your natural nails from staining and anchor the polish onto your nail.'
 '[step] Nail polish remover removes fine polish, but it also draws out the color, which may help you create a smile. [substeps] Red nails are more common, but you can use the gray polish when painting your nails.']",B
"[header] How to apply body makeup [title] Purchase body makeup in your preferred shade. [step] Also purchase one shade lighter, and one shade darker. Get loose powder, translucent or shimmery.","['[title] Apply highlighter along your hairline and then your chin, temples, nose and jawline, like you are trying to disguise pimples or blemishes. [title] Apply liquid mascara to your upper lashes.'
 '[title] Apply foundation on either cheek as a medium shade or as a shade more smokey. [step] Smudge the tinted powder into your skin blemishes, but always use it sparingly.'
 '[title] Carefully apply concealer, making sure to blend well all over and let dry. [title] Blot a small amount of moisturizer on the spot you highlighted.'
 '[title] Exfoliate, moisturize, and let set till dry. [title] Apply the body makeup in your shade.']",C
"[header] How to make flats look high fashion [title] Opt for pointed-toe flats. [step] These shoes remain on-trend today because they look sharp and sleek. They are extremely versatile and can glam up whatever you're wearing, whether casual or formal.","['Vintage high heels look even more great in formal wear. [substeps] Return to the basics: flats like this or up to boots help complete the look in some environments.'
 'Having a set of pointed toes in your shoes will make any outfit look smart and classy! [title] Go for colored flats. [step] Colored flats look preppy but are also a great option if you want your flats to match your eyes.'
 'To increase the chicness factor, look for a black pair that has a patent leather-like shine. Animal prints are also fashionable with designers right now-shop for leopard print or snakeskin-embossed leather pointed-toe flats.'
 ""Put on a pair of pointed-toe flats and think of what style they are going to be. [substeps] Go for flats that rise about an inch if you're wearing shoes that are slightly more hop-up.""]",B
[header] How to spot signs of nutritional disorders in eclectus parrots [title] Spot uncharacteristic changes in the color of feathers. [step] Color changes are a common sign of nutritional disorders. Color changes in plumage may indicate liver problems that are connected to a nutritional deficiency.,"[""[substeps] Red spots on the bird's feathers indicate liver damage or gastrointestinal disorders (if eaten by birds). Brown spots at their feet indicate kidney problems that are connected to a health condition (if eaten by birds).""
 ""If you notice a change in an eclectus' feathers, your bird will be able to tell if it has eaten. [substeps] Feathers may show changes in color but discolored or afflicted feathers may indicate, greater than visible, kidney disease.""
 ""[substeps] For instance, if your parrot has red feathers that suddenly turn green, this could be an indication of a nutritional deficiency. [title] Watch the bird's breast development.""
 '[substeps] Or, it could mean that your eclectus is suffering from a low glycemic index (ati). Ati is a disorder that results from the production of certain amino acids.']",B
"[header] How to prevent spider veins [title] Avoid sitting or standing for long periods. [step] If your job requires you to be on your feet all day, break up the time you stand still by walking around the office or taking a walk at lunch. [title] Aid circulation with your body positioning.","[""[step] Since spider veins are caused by poor blood flow and circulation, it's important to avoid positions that impede circulation and use positions that aid it. [substeps] Avoid crossing your legs when you sit at home or work.""
 '[step] Symptoms of spider veins include : [substeps] When you sit and stand, your feet and hands hold pressure on your armpits. They send signals that you are exerting too much pressure on your skin (especially when you have spider veins on your elbows, ankles, and knees).'
 '[step] Prolonged standing can cause elbow and foot problems, and are a major contributor to spider veins. Standing that long can lower your blood pressure, make you more hydrated, help you avoid headaches and aches and some other negative effects.'
 ""[step] If you are sitting too frequently, you should try to reduce your standing time by elevating your hips or lowering your head so that your knees can't touch. [substeps] When you sit or stand, your hip bones should point down and keep your arms set, but out of your pockets.""]",@
"[header] How to clean oxidized copper [title] Verify the metal is copper. [step] Position a magnet close to the copper. If the magnet sticks to the metal, the item you are cleaning is only copper plated.","['[substeps] Look for components with shiny parts rather than chunky or opaque metals like aluminum. Check, especially if you are a saucepan collector and you use a metal plate for your copper, or vice versa, to protect the metal.'
 '[title] Clean electronic tools off your copper device. [step] Depending on the tools you use, you may also want to clear the mechanisms that were used to handle the dials and knobs.'
 'Oxidization-a chemical reaction between an solvent and water from a source (like a body of water) may cause oxidization. Use a soft cloth to gently wipe down your plated copper.'
 ""If the magnet doesn't react, your item is likely copper. Plated copper generally needs to be treated more gently than pure copper.""]",C
"[header] How to arrange a funeral [title] Notify the authorities of the death if they don't know yet. [step] Alert the deceased's medical provider or the emergency response service in your area. They'll legally declare that the deceased has passed, which is needed when obtaining the death certificate.","['[substeps] You can preserve the death certificate for later. It will be preserved when you file an official claim and keep it with the funeral home in case your claim resolves.'
 ""[title] Arrange for a private funeral company to transport the deceased body or transfer him to a place of mass when it's time to transport the body. [step] Cremation is highly restricted in this case, so it's better to get the death certificate and burial by private transport.""
 '[substeps] Additionally, tell any friends or relatives that may be involved in or taking more part in the death process. It might be handy to have a few dozen funeral directors on hand so that you can touch base with them at another time regarding the vital records for the deceased.'
 '[substeps] If this happened in a hospital or another facility, the staff will take care of this for you. [title] Call or visit a funeral director to begin planning.']",C
[header] How to braid beads into your hair [title] Select two to three strands of hair. [step] These are the strands that you are going to braid. You may pick strands on one side of your head or at the back of your head.,"['[title] Secure a piece of yarn at the nape of your neck. [step] Take hold of the strand of hair and tie it in an easy-to-knot knot around the middle of your head.'
 'It may be easier to start with strands on one side. Pick thin strands if you are using narrow beads and thicker strands if the beads are wide in diameter.'
 'Or you may choose strands of hair on the other side, if you are doing two or three strands of hair, and then tie the strands tightly to avoid the strands of hair between them spilling out over the side. [substeps] Loose strands of hair are the most useful.'
 '[substeps] Tie one of the strands of hair into the top of your head and the other around the side of your head. Form the braid with your fingers and cross the strands so that they form an x-shape with the beads.']",A
"[header] How to use green tea for skincare [title] Drink at least two to three cups of green tea daily. [step] Green tea is a rich source of antioxidants, which neutralize skin-damaging free radicals. Because of this, regular consumption of green tea can slow down the signs and symptoms of aging skin.","['Instead, aim to consume enough green tea per day for any of the following daily activities : [substeps] Drink 4-5 cups of green tea per day. Avoid over-consuming green tea as it is too alkaline and dehydrates the skin.'
 'Check the tea package for detailed instructions on how much to drink and how frequently to use it. [substeps] Green tea cups are available in capsule form and have a 3-way clasp that helps to keep the tea in place.'
 ""It's recommended to drink at least two to three cups of green tea every day. [substeps] Green tea supplements are natural moisturizers that are believed to help dry out body cells and reduce wrinkles.""
 'Drinking as little as two to three cups each day can have positive effects. Green tea can be purchased in ready-to-use tea bags or you can buy loose green tea leaves from specialty shops and health markets.']",C
"[header] How to organize craft supplies [title] Locate all of the craft supplies that you own. [substeps] If something is basically already organized or put away, don't pull it out now. Start with the stuff that's in your way.","[""If it's still there, you're starting to waste time. When you start looking through each box from no clue there is no need for you to search.""
 'Putting things away is just a distraction and will reduce the amount of time you need to worry about it. Self-designated storage spaces can make this home more relevant to crafting ideas.'
 ""Don't be afraid to be a little willing to put your art gear away and put the out-of-place items away. For instance, for instance, a few of your favorite clothes needs to be put away, and you want to put them away for free.""
 'Go a bit at a time, especially if you have a lot of stuff. Spend fifteen minutes sorting, or just sort one bag, bin, or area.']",C
"[header] How to be a good friend to both parties in a divorce [title] Listen to both of your friends. [step] Supporting a friend through divorce is a major hurdle, but you can offer valuable help just by listening. Hear them out when they need to go over what happened for the thousandth time.","[""There will come a time when they won't need to discuss it so much, but for now just be there with open ears. [substeps] Keep in mind that listening doesn't mean agreeing.""
 ""[substeps] If you pay attention to what your best friend is saying, it will be clear from the get-go what you're saying. It can even be an effective icebreaker if you don't provide emotional support.""
 '[substeps] If you are married, you will need to hear their side of the story. Really listen to their side of the story too.'
 'If they feel comfortable enough making small talk with you, then they are ready to forgive you for the lie on your part. [title] Encourage your friends to talk about what happened.']",@
"[header] How to handle challenges with a troubled spouse [title] Choose the right location. [step] If your conversations tend to turn into screaming matches, pick a public location to talk. The key is to pick somewhere that doesn't tolerate loud talking, or a place in which you'd be embarrassed if anyone heard you yelling.","[""[substeps] Many employers and the entertainment industry have office visit policies in place to monitor what confidential information your spouse shares with others. It's important to have an appropriate place to talk in private.""
 ""Pick a place where there's low visibility, and you won't be interrupted by the other members of the household. [substeps] For example, if you feel you won't be heard much in a large public space (like a restaurant), consider choosing a relatively quiet street or parking lot.""
 ""A public domain like a library or a parking lot will work, as long as it isn't an area prone to disorder or racism. [substeps] Avoid public places like restaurants, as they might draw attention to you and your relationship.""
 'By choosing the right spot, you may have a more productive conversation. [substeps] Libraries, coffee shops, busy parks, and even the shopping mall are all good places to have a potentially heated conversation.']",C
[header] How to set up a paypal account [title] Visit the paypal website or open the paypal app. [step] You can create an account from the paypal homepage or from the app. You can install the app for free from your device's app store.,"[""[substeps] If you're creating a paypal account from another device, proceed to step 11. This will let you set up the account on your own.""
 'Visit the access wizard to sign up for a paypal account so that you can set up a new or open account manually. [substeps] Be sure to review your bank statements or other financial reports before launching an account.'
 'The account creation process is largely the same for both the website and the app. [title] Click "" sign up for free "" or tap "" sign up "".'
 '[substeps] You can also use the database provided in step 2. [title] Open a blank paypal account page.']",B
"[header] How to clean cuts [title] Wash your hands. [step] Before attempting to clean a cut, either on yourself or on another person, it is key that your own hands be clean. This way, you will not introduce any germs or foreign substances into the cut that may later cause it to become infected.","['[substeps] If available, put on some single-use gloves after washing your hands for more protection [title] Stop the bleeding. [step] Before cleaning the cut, it is also key to stop the bleeding.'
 'You must wash your hands thoroughly after you touch any part of your skin that is touched. [substeps] To clean your cuts, wash them thoroughly in warm water and soap before and after touching your cuts.'
 'The simplest solution for a cut that is on your hand is to wash it with soap and warm water to begin your cleaning process. [substeps] To wash the cut, first treat it with soap and water.'
 '[substeps] If you wear rubber or gloves, wash those first with warm water. If you wear latex gloves, wash those too.']",@
"[header] How to use prenatal massage techniques [title] Wait until your second trimester to have a prenatal massage. [step] The highest risk of miscarriage is during weeks 1 to 12 of a pregnancy, so most massage therapists avoid massaging women in their first trimester. [title] Lay on your side for a prenatal massage.","['[step] There are specialty tables available with a uterus-sized cutout to allow a woman to lay on her stomach, but those tables can still apply dangerous pressure to the abdomen and pull on uterine ligaments. [substeps] Use pillows to prop yourself on your side.'
 '[step] Now that you are pregnant, your first trimester is usually the best time to have a prenatal massage. However, pregnancy can also cause uterine contractions and abdominal cramps.'
 ""[step] If you have twins or have a newborn, this position might help relieve pain and ease your soreness. [title] Place your dominant hand under your baby's diaphragm-tum-if your baby has a diaphragm.""
 '[step] The most common position for a prenatal massage is on your side, but some women also find it more comfortable to lie down with a baby in their lap while pregnant. Prenatal massage involves an upward flow of massage oil into your uterus and creates pressure when stimulated.']",@
"[header] How to find, interview, and hire employees for a small business [title] Apply for an employer identification number (ein). [step] This identification number is needed for the irs to collect all salary and tax information for your employees. Contact the irs and request the form ss-4, or find the downloadable version.","['[substeps] This step only applies if you have yet to hire any employees. [title] Create a method to keep track of all employee salary and tax records.'
 ""[substeps] You cannot obtain an ein online through the irs's online tool. Rather, you can use your ein to send money or stock to the irs, by mail, by fax, or over the phone.""
 'Use this page to determine whether you want to apply for an ein. [substeps] Ein is made up of two halves, part for each person working on the job: a part for the person working on the job and part for the individual that does the work.'
 '[substeps] You cannot enroll in an ein through the irs website. Ein cannot be used to purchase, rent, or use your business name as an ein.']",@
"[header] How to strip cloth diapers by boiling [title] Remove any solid waste. [step] Newborn diapers probably won't have any removable waste, since breast milk stools are water soluble and formula stools are too fluid to shake off. Older babies and toddlers on solid foods will have more solid stools, however.","[""You should remove any found waste or soiled stool at least 50 minutes before baby meals to eliminate it. [substeps] Wash the baby's hands first to prevent contamination of food.""
 'Shake these stools off into the toilet before washing and stripping. [title] Wash the diapers in a washing machine.'
 ""If the mother breastfeeds her toddler or things get messy while they're using formula, you can remove any stool yourself. [substeps] Wash cloth diapers in the hot water pail or in a separate compartment to prevent them from getting damp.""
 'Milk not taken out will still be sticky when you remove it from the package. [substeps] You may need to scrape away any residue with a box cutter or a sponge.']",A
[header] How to wear wide belts [title] Determine if a wide belt works with your waist. [step] Wide belts tend to work best with a variety of body shapes. Wide belts can add curves to people with thin waists.,"['In thicker waists, a wide belt can define a waistline. Wide belts can also help support and hold in extra weight around the waist.'
 'Shoulder length belts can add height to people with narrow waists. [title] Decide on a belt style to work with your midsection.'
 '[title] Consider a wide belt for a more basic style. [step] If you want a baggy or oversized belt, a wide belt may be best.'
 'Wide belts can also help support people with an hourglass figure. [substeps] If your waist is wide, a wide belt will elongate your waistline (beneath the hips or lower).']",@
"[header] How to distinguish sinusitis from similar conditions [title] Determine how long you are sick. [step] One way to tell the difference between sinusitis and another condition, such as a cold, is to look at how long they last. A sinus infection will cause symptoms for 10 days or longer and may get worse rather than improving over time.","[""You might have sinusitis for a number of reasons, including the following : [substeps] You have a viral infection, known as sinusitis or a bacterial infection. That's why you aren't able to urinate, talk, or drink in the first place.""
 '[substeps] Women who have been sick for over 12 months have more sinusitis than women who have been pregnant or with other health conditions. [title] Note : [step] In some cases a female gets sinusitis as an internal infection.'
 '[substeps] Keep the severity of your symptoms in mind when deciding what kinds of treatment to seek. If you work long hours, for example, you might feel physically unwell when you initially take a cold.'
 '[substeps] A common cold will only last for 4-7 days, with symptoms typically getting briefly worse before gradually improving. The common cold can progress to sinusitis, so what begins as a cold may gradually become a sinus infection.']",C
"[header] How to feel comfortable in high heels [title] Get your feet measured and sized. [step] It is important to know the exact size of your feet when purchasing shoes. Once at a shoe store, you can ask a sales associate to assist you in proper foot measurement so that you can find shoes that fit you correctly.","['[substeps] They may be able to give you specific measurements to get a good idea of how big your feet are. However, this is a little under the bill.'
 ""You can also ask the sales associate if you have concerns about the shoes having a leading sole or not allowing the heels to leave the floor. [substeps] Don't trust a sales associate to indicate exactly how large your feet are.""
 '[substeps] Wearing shoes that are even just a half size off can make for a very painful outing. Your poor tootsies will be in pain and your leg muscles will be very sore.'
 'Once at a shoe store, walk around in the store with your feet measured and trimmed and let a salesperson make a pre-fitting decision. You may ask sales associate to record all of your measurements to make sure you know which shoe you should wear.']",B
"[header] How to choose a red dress [title] Determine your skin tone. [step] Your skin tone has a big impact on what colors looks best on you, so it's important to know what type you have before choosing a shade of red. Skin tones tend to fall into three categories: warm, cool, and neutral.","['Warm skin brings more colour into your color spectrum than cool color brings. Cool skin often has less hue and brighter colors, but cool skin tends to be prettier and have deeper shades that add color more quickly.'
 'Your skin tends to fall into whichever category works for you most. [substeps] Warm skin tones are usually cool colors.'
 'Warm skin tones tend to look best and cover more skin in one color. Cool skin tones are warmer colors that cover more skin, but are still more prone to darkening.'
 '[substeps] People with warm skin tones have yellow, peachy or golden undertones and tend to tan more easily. The veins on their inner arms appear green.']",C
"[header] How to repair an air mattress [title] Listen and look for the leak in the air mattress. [step] If you don't know where the hole is, keep the air mattress inflated as you look. Holes most often appear on the bottom or in the seams, so stand the mattress up against a wall to check.","['If the leak is noticeable, cover the pipe with something sturdy. You may wish to wear goggles and gloves to protect your eyes from the smoke.'
 'If it appears cloudy or filled with debris, it may have been hit by someone. [substeps] Check the right lever to ensure no air escapes.'
 ""If you find one, fix the leak. [title] Replace the air mattress when you're finished.""
 ""Listen for the sound of rushing air to detect tiny leaks. [title] Use soap and water if you can't find the leak.""]",C
"[header] How to make hot glue sandals [title] Choose a work area. [step] It should be well ventilated. If that is not an option, an outside area with a plug may also suit your fancy.","['[substeps] If you\'re making hot glue sandals in a darkroom, or under the curtains, ventilated can work just as well. [title] Brush the glue onto a wooden "" t "" shaped object.'
 ""Place your arms to your sides, in an open area that is free from drafts or wind. [substeps] If you're working in a hot environment, it can help to place a fan overhead to kill any standing air.""
 '[title] Strip the webbing from the sole of the sandal. [step] Be sure to have a person under the stump of the sandal for support if needed.'
 'The area should also be able to be cleaned easily. Once you find your workspace, get your materials ready.']",C
"[header] How to apply angel makeup [title] Use a beige color concealer to cover any blemishes and to brighten your eyelid, or you can use an eyeshadow primer. [step] Use a yellow concealer for under your eyes. Look for a concealer that is about 2-3 shades lighter than your skin tone depending on the look you're going for.","[""Use patting motions to make sure the concealer isn't too visible, or blend out with a makeup sponge. Blend well so the makeup just looks like your skin.""
 'For example, if you want a night eye look, use a shade light beige. Eyeshadow is great, but you can vary the color, too, depending on what you like.'
 '[title] Use a dark brown/plum color. [step] Use black eyeliner for the darker get.'
 '[substeps] If your skin is pale and smooth, make sure you use a natural shade. If you have oily skin, use a darker colour like a yellow or mauve shade.']",@
"[header] How to apply magnetic nail polish [title] Clean and dry your fingernails. [step] Wash your hands and nails with water and soap, then dry them thoroughly on a towel to begin with a clean and dry surface. [substeps] Make sure to completely remove any nail polish you already have on using nail polish remover and a cotton pad, cotton ball, or other preferred method.","[""[title] Press the colored polish onto your nail with a brush. [step] Using a paper towel, gently press the polish into your nails once it's completely coated.""
 '[title] Coat each nail with the orange-colored nail polish remover. [step] You may wish to let one nail dry for no longer than 5 minutes before applying the orange colored nail polish remover.'
 'Working in a dark and ventilated room helps prevent steam from entering the skin while you apply the polish. Turn off the thermostat at least 20 minutes before you apply the polish for the best results.'
 'Magnetic nail polish can be applied to the toenails as well. Prep toenails in the same way as fingernails.']",C
"[header] How to tell your wife you don't want any more children [title] Pick a non-stressful time to talk. [step] When bringing up this heavy topic, pick a time when you both have the least going on. If you know your spouse has a tough week at work ahead, delay the conversation until afterwards.","[""Choose a time when you won't be interrupted or bombarded with distractions, like after the kids have gone to bed. [substeps] Avoid picking important dates like birthdays or anniversaries, as well.""
 ""Even if your spouse is going off to the gym or working out a little, it may help to use that time to talk things out. [substeps] If you're going to be spending time with your wife in the morning, check in advance to make sure she's okay.""
 'With family, work can be difficult to fix on a day-to-day basis, so time will depend on both of your schedules. [substeps] Say something like, "" dear mother, let\'s talk about our schedules more.'
 '[title] Address the issue with the proper tone. [step] Make sure that you deliver your concerns in the present tense rather than coming off as angry or nagging when you talk to your wife about child support.']",@
